age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,y
44,services,single,secondary,no,5045,yes,no,cellular,21,nov,20,no
46,housemaid,married,primary,no,3512,no,no,cellular,30,oct,175,yes
29,management,single,tertiary,no,9407,no,no,cellular,4,may,267,yes
30,self-employed,married,tertiary,no,2666,no,no,cellular,4,may,781,yes
35,management,single,secondary,no,73,yes,no,unknown,28,may,79,no
37,technician,married,secondary,no,0,yes,yes,cellular,15,jul,101,no
29,management,single,tertiary,no,874,yes,no,cellular,16,mar,231,yes
33,admin.,single,secondary,no,1779,yes,no,unknown,21,may,175,no
31,technician,married,tertiary,no,2166,no,no,cellular,13,jul,577,yes
30,admin.,divorced,secondary,no,10,yes,no,cellular,18,jul,658,yes
49,technician,married,secondary,no,905,no,no,cellular,5,jun,1543,yes
35,housemaid,single,secondary,no,1015,yes,no,unknown,5,jun,406,yes
35,management,married,tertiary,no,8000,no,no,cellular,13,may,331,yes
50,management,married,tertiary,no,2366,no,no,cellular,28,jan,816,yes
27,admin.,married,secondary,no,-97,yes,no,unknown,18,jun,1528,yes
31,services,married,secondary,no,-230,yes,yes,cellular,16,jul,715,no
44,entrepreneur,married,primary,no,5038,no,no,cellular,7,jul,199,no
47,blue-collar,married,secondary,no,1612,yes,no,cellular,2,apr,1164,yes
41,services,divorced,secondary,no,840,yes,no,cellular,2,feb,938,yes
45,management,married,tertiary,no,547,no,no,cellular,2,feb,577,yes
37,admin.,married,secondary,no,2061,yes,yes,cellular,22,jun,459,yes
33,technician,married,secondary,no,9305,yes,no,cellular,17,apr,407,no
36,management,married,tertiary,no,396,no,no,cellular,13,aug,67,no
37,blue-collar,married,secondary,no,16,yes,no,unknown,7,may,250,no
47,technician,single,secondary,no,1101,yes,no,cellular,23,jul,957,yes
34,management,single,tertiary,no,549,no,no,cellular,6,oct,1246,yes
54,management,divorced,tertiary,no,55,yes,no,cellular,27,may,183,no
49,services,married,secondary,no,202,yes,no,cellular,17,nov,651,yes
19,student,single,primary,no,103,no,no,cellular,10,jul,104,yes
26,student,single,secondary,no,864,yes,no,cellular,15,may,659,yes
35,unemployed,single,secondary,yes,-126,no,no,cellular,19,nov,168,no
50,blue-collar,married,primary,no,-294,yes,no,unknown,6,jun,79,no
46,blue-collar,single,secondary,no,338,yes,no,cellular,20,apr,178,no
40,services,divorced,unknown,no,5847,no,no,telephone,17,nov,206,no
35,management,single,tertiary,no,916,yes,no,cellular,14,may,460,yes
27,technician,single,secondary,no,439,yes,no,cellular,15,apr,1038,yes
44,management,married,tertiary,no,0,yes,no,cellular,31,jul,49,no
34,management,single,tertiary,no,2633,yes,no,cellular,21,nov,705,yes
29,management,single,tertiary,no,265,no,no,cellular,22,may,491,yes
29,student,single,secondary,no,459,no,no,cellular,15,dec,279,yes
41,self-employed,single,tertiary,no,-94,yes,no,cellular,4,feb,1164,yes
34,management,single,tertiary,no,2205,no,no,cellular,14,aug,635,no
33,blue-collar,married,primary,no,-342,yes,no,unknown,28,may,528,no
29,management,single,tertiary,no,2955,no,no,cellular,29,apr,226,yes
31,services,single,secondary,no,181,no,no,cellular,12,aug,182,yes
41,technician,married,secondary,no,2123,no,no,cellular,18,nov,232,no
26,management,married,tertiary,no,5,yes,no,cellular,11,may,251,no
25,technician,single,secondary,no,2704,yes,no,unknown,6,jun,63,no
67,retired,married,secondary,no,2048,no,no,cellular,16,sep,452,yes
63,retired,married,primary,no,12067,no,no,telephone,29,apr,660,yes
42,management,married,primary,no,5310,yes,no,cellular,20,aug,273,yes
43,admin.,married,secondary,no,132,no,no,cellular,19,aug,574,yes
40,technician,married,secondary,no,0,no,yes,unknown,26,jun,178,no
47,entrepreneur,married,secondary,no,0,no,no,unknown,5,jun,1446,yes
26,blue-collar,single,secondary,no,-350,yes,no,cellular,18,may,80,no
95,retired,divorced,primary,no,2282,no,no,telephone,21,apr,207,yes
41,self-employed,single,tertiary,no,3950,yes,no,unknown,30,may,96,no
25,services,single,unknown,no,2022,no,no,cellular,29,jul,276,yes
46,management,married,tertiary,no,4,no,no,cellular,8,aug,1206,yes
44,blue-collar,married,secondary,no,2455,yes,no,telephone,18,nov,18,no
32,management,married,tertiary,no,2737,yes,yes,unknown,23,may,38,no
45,retired,divorced,secondary,no,187,yes,no,cellular,11,may,82,no
40,unemployed,single,tertiary,no,79,no,no,cellular,15,oct,570,yes
56,blue-collar,married,secondary,no,3460,yes,no,cellular,3,jul,897,no
33,admin.,single,secondary,no,1277,yes,no,cellular,18,may,827,yes
31,self-employed,single,tertiary,no,3343,no,no,cellular,3,sep,365,yes
53,management,married,tertiary,no,3754,no,no,cellular,22,apr,307,yes
56,technician,divorced,secondary,no,0,yes,no,cellular,9,feb,139,no
28,unknown,single,unknown,no,326,no,no,cellular,11,oct,450,yes
46,management,married,tertiary,yes,-1001,yes,no,cellular,21,nov,45,no
56,blue-collar,married,secondary,no,300,no,no,cellular,20,aug,184,no
29,student,single,secondary,no,948,yes,no,unknown,6,may,75,no
42,technician,married,tertiary,no,3530,no,no,cellular,5,aug,33,no
52,technician,married,secondary,no,117,no,no,cellular,26,feb,959,yes
49,management,divorced,tertiary,no,1405,no,no,unknown,8,jun,29,no
27,services,single,secondary,no,0,no,yes,cellular,25,jul,261,no
37,services,married,secondary,no,1970,yes,no,telephone,5,nov,253,yes
31,entrepreneur,single,tertiary,no,150,yes,no,unknown,23,may,83,no
46,housemaid,married,unknown,no,1035,no,no,unknown,16,jun,703,no
33,management,single,tertiary,no,1120,no,no,cellular,11,aug,1070,yes
25,admin.,single,tertiary,no,760,yes,no,cellular,27,may,223,yes
71,retired,married,secondary,no,1998,no,no,cellular,23,jun,201,no
34,technician,single,secondary,no,1279,yes,no,cellular,21,oct,339,yes
54,unemployed,married,secondary,no,1561,no,no,cellular,25,may,352,yes
34,blue-collar,divorced,secondary,no,-154,no,no,cellular,9,jul,295,no
38,technician,single,secondary,no,884,yes,yes,cellular,19,nov,295,no
36,technician,married,secondary,no,368,yes,yes,unknown,6,may,1597,yes
72,retired,married,primary,no,763,no,no,cellular,24,apr,384,yes
24,technician,married,secondary,no,556,yes,no,cellular,18,aug,460,yes
27,technician,single,tertiary,no,3706,yes,no,unknown,16,may,897,yes
34,blue-collar,married,secondary,no,-185,yes,yes,unknown,13,may,276,no
32,entrepreneur,married,secondary,no,390,no,no,cellular,6,sep,440,yes
36,self-employed,married,secondary,no,189,yes,no,cellular,22,jul,632,no
41,blue-collar,divorced,secondary,no,927,yes,no,cellular,20,nov,343,no
54,blue-collar,married,primary,no,433,yes,no,cellular,20,apr,252,no
25,blue-collar,married,secondary,no,0,no,yes,cellular,15,jul,1424,yes
34,services,married,secondary,no,2918,no,yes,cellular,4,jun,246,yes
41,management,divorced,tertiary,no,1,yes,no,unknown,19,jun,244,no
30,unemployed,married,secondary,no,529,yes,yes,unknown,26,may,107,no
32,entrepreneur,divorced,secondary,no,252,no,yes,cellular,8,jul,145,no
39,technician,single,secondary,no,1685,yes,no,cellular,8,may,319,no
38,technician,married,secondary,no,414,yes,no,cellular,5,may,147,no
31,student,single,secondary,no,3511,no,no,cellular,2,jul,667,yes
49,management,married,tertiary,no,395,no,no,cellular,10,dec,336,yes
45,technician,married,secondary,no,858,no,no,cellular,5,feb,617,no
40,technician,single,secondary,no,3,yes,yes,cellular,11,may,154,no
33,technician,divorced,secondary,yes,10,yes,yes,cellular,18,nov,167,no
58,retired,married,secondary,no,14412,no,no,cellular,18,nov,297,no
56,services,married,secondary,no,22196,yes,no,cellular,21,nov,189,no
32,management,married,tertiary,no,6138,no,no,cellular,29,jul,519,yes
25,blue-collar,married,secondary,no,101,no,yes,cellular,8,jul,460,yes
40,unemployed,married,secondary,no,219,yes,no,unknown,5,may,357,no
51,management,married,tertiary,no,10995,yes,no,cellular,19,nov,220,no
35,technician,single,tertiary,no,0,no,no,cellular,14,jan,187,yes
50,admin.,married,secondary,no,3608,yes,no,cellular,14,may,196,yes
40,management,divorced,tertiary,no,858,no,no,cellular,26,oct,202,yes
43,self-employed,single,unknown,no,3173,no,no,unknown,15,may,746,yes
37,blue-collar,divorced,secondary,no,-333,yes,no,unknown,27,may,345,no
31,admin.,divorced,secondary,no,217,yes,no,cellular,30,jan,1776,yes
50,self-employed,married,secondary,no,10052,no,no,cellular,13,aug,665,yes
52,technician,married,secondary,no,5303,yes,no,unknown,19,oct,133,yes
57,blue-collar,married,primary,no,3109,no,no,cellular,15,sep,107,yes
55,blue-collar,married,secondary,no,89,yes,no,unknown,5,may,106,no
80,retired,married,primary,no,997,no,no,cellular,29,oct,746,yes
47,admin.,married,secondary,no,1383,yes,no,unknown,6,jun,460,no
36,management,married,tertiary,no,495,no,no,cellular,11,sep,91,yes
29,blue-collar,single,secondary,no,908,yes,no,unknown,20,jun,1663,yes
54,retired,married,secondary,no,153,yes,yes,unknown,26,may,74,no
30,management,married,secondary,no,850,no,no,cellular,12,aug,507,yes
41,blue-collar,married,primary,no,1250,yes,no,unknown,20,may,1392,yes
29,self-employed,single,tertiary,no,805,no,no,cellular,23,feb,132,yes
32,blue-collar,married,secondary,no,2366,yes,no,unknown,20,may,127,no
30,blue-collar,single,secondary,no,155,yes,yes,cellular,9,jul,1426,yes
37,technician,single,unknown,no,391,yes,no,unknown,8,may,103,no
47,technician,married,secondary,no,449,yes,yes,unknown,13,may,92,no
57,services,married,primary,no,491,yes,no,cellular,15,apr,1217,yes
30,services,single,secondary,no,290,yes,no,unknown,12,may,446,no
57,services,married,primary,no,1728,yes,no,telephone,16,jul,164,no
50,admin.,married,secondary,no,706,yes,no,cellular,6,aug,1250,yes
28,management,married,tertiary,no,12,yes,no,cellular,9,sep,202,yes
32,technician,single,tertiary,no,5514,no,no,cellular,22,apr,319,yes
39,management,married,tertiary,no,1738,yes,no,cellular,14,may,633,yes
58,retired,married,primary,no,1241,no,no,cellular,18,aug,194,yes
34,management,married,tertiary,no,0,yes,no,cellular,7,aug,262,yes
32,management,single,tertiary,no,2551,yes,no,cellular,21,jul,638,yes
28,management,single,tertiary,no,1720,no,no,cellular,14,sep,230,yes
26,unemployed,single,secondary,no,632,no,no,cellular,12,aug,312,yes
36,technician,married,secondary,no,264,yes,yes,cellular,9,jul,482,no
44,blue-collar,married,primary,no,-101,yes,no,cellular,15,may,679,yes
51,management,married,tertiary,no,91,yes,no,unknown,9,may,178,no
33,blue-collar,married,secondary,no,1464,yes,no,unknown,23,may,588,yes
22,student,single,secondary,no,0,no,no,cellular,6,feb,229,yes
22,technician,single,secondary,no,890,yes,no,cellular,20,apr,294,no
30,blue-collar,divorced,primary,no,-258,yes,no,cellular,18,may,18,no
34,entrepreneur,married,secondary,no,183,yes,no,cellular,15,may,339,no
32,services,married,secondary,no,401,yes,no,unknown,15,may,294,no
48,technician,married,secondary,no,568,yes,no,cellular,2,sep,378,yes
60,retired,divorced,tertiary,no,439,no,yes,cellular,25,may,464,yes
60,unemployed,married,secondary,no,1047,no,no,cellular,27,may,173,yes
27,technician,single,tertiary,no,2781,yes,no,cellular,24,may,168,yes
46,technician,divorced,secondary,no,-90,no,yes,telephone,17,oct,270,yes
35,technician,single,tertiary,no,13460,yes,no,cellular,15,may,1068,yes
41,technician,married,secondary,no,240,no,no,cellular,19,aug,290,no
47,blue-collar,married,primary,no,0,no,no,cellular,21,jul,71,no
37,blue-collar,married,secondary,no,311,yes,no,unknown,4,jun,135,no
53,management,divorced,secondary,no,1004,no,yes,telephone,22,dec,119,yes
41,blue-collar,married,primary,no,1461,yes,no,unknown,6,jun,554,yes
37,technician,married,tertiary,no,127,yes,no,cellular,25,aug,192,yes
27,blue-collar,single,secondary,no,100,yes,no,cellular,11,may,177,no
37,management,single,tertiary,no,1027,yes,no,cellular,1,oct,137,yes
60,admin.,divorced,secondary,no,12039,no,no,telephone,12,oct,261,yes
27,technician,single,tertiary,no,372,yes,yes,cellular,25,jul,728,yes
31,services,married,tertiary,no,585,yes,yes,unknown,20,may,272,no
28,admin.,single,unknown,no,24,yes,no,cellular,18,jul,415,yes
69,retired,married,primary,no,2346,no,no,cellular,11,feb,354,yes
33,management,married,tertiary,no,0,yes,no,cellular,9,mar,305,yes
57,retired,married,secondary,no,657,no,no,cellular,5,aug,454,no
65,retired,married,primary,no,308,no,no,cellular,1,sep,400,yes
56,admin.,divorced,secondary,no,1693,no,no,cellular,26,oct,238,yes
51,blue-collar,married,primary,no,593,yes,no,unknown,28,may,157,no
26,management,single,tertiary,no,2786,no,no,cellular,3,jun,300,yes
44,admin.,married,secondary,no,205,no,no,cellular,3,nov,289,yes
30,management,single,tertiary,no,6164,yes,no,unknown,27,may,152,no
32,management,single,tertiary,no,935,no,no,cellular,10,aug,161,yes
46,blue-collar,married,primary,no,327,no,yes,cellular,16,jul,145,no
31,admin.,divorced,secondary,no,824,yes,no,unknown,2,jul,32,no
33,blue-collar,married,secondary,no,1219,yes,no,cellular,18,may,51,no
54,management,married,tertiary,no,752,no,no,telephone,29,jul,211,yes
45,management,married,tertiary,no,160,no,no,cellular,30,apr,619,yes
49,technician,divorced,primary,no,1807,no,yes,unknown,3,jul,122,no
78,retired,married,primary,no,8556,no,no,telephone,21,apr,137,yes
43,services,single,secondary,no,550,yes,no,cellular,13,may,107,no
45,housemaid,married,primary,no,1526,yes,no,telephone,28,jan,109,no
42,housemaid,married,primary,no,83,no,yes,cellular,7,aug,184,no
28,technician,married,secondary,no,58,no,no,unknown,16,may,136,no
43,management,married,tertiary,no,1059,no,yes,cellular,1,jun,335,yes
20,student,single,unknown,no,801,no,no,cellular,11,nov,244,yes
26,admin.,single,secondary,yes,-930,yes,no,cellular,14,may,786,yes
37,services,single,secondary,no,-111,yes,no,cellular,13,may,147,no
31,blue-collar,married,secondary,no,-596,yes,no,cellular,21,jul,147,no
26,management,single,secondary,no,2613,no,no,cellular,1,jun,326,yes
33,management,single,tertiary,no,816,yes,no,cellular,11,oct,383,yes
37,management,married,tertiary,yes,0,no,no,cellular,17,jul,91,no
44,services,married,secondary,yes,-146,yes,no,cellular,11,jul,256,no
25,unemployed,single,secondary,no,-230,yes,no,cellular,21,jul,113,no
48,services,married,secondary,no,51,yes,yes,cellular,2,feb,90,no
58,services,married,secondary,no,1301,yes,no,cellular,11,may,261,no
40,blue-collar,single,primary,no,147,yes,no,cellular,13,may,109,no
64,self-employed,married,tertiary,no,661,no,no,cellular,21,dec,367,yes
33,self-employed,single,tertiary,no,61,no,no,cellular,19,aug,836,yes
50,blue-collar,married,primary,no,4108,yes,no,cellular,7,aug,526,yes
34,blue-collar,married,primary,no,1090,yes,no,unknown,2,jun,130,no
60,blue-collar,married,primary,no,1262,yes,yes,unknown,13,may,1015,yes
37,blue-collar,married,secondary,no,790,no,no,unknown,9,may,262,no
32,blue-collar,married,primary,no,1644,no,no,cellular,7,sep,492,yes
33,admin.,divorced,tertiary,no,891,no,no,cellular,8,may,398,yes
77,retired,married,primary,no,2223,no,no,telephone,10,aug,365,no
40,management,married,tertiary,no,0,no,no,cellular,10,nov,147,yes
33,management,single,tertiary,no,7114,yes,no,cellular,5,feb,271,no
41,unemployed,single,tertiary,no,4517,yes,no,cellular,20,nov,137,no
42,management,single,tertiary,no,10561,no,no,unknown,16,may,243,no
36,technician,married,secondary,no,2473,no,no,cellular,28,aug,965,yes
69,retired,married,secondary,no,3588,yes,no,cellular,10,dec,429,yes
30,student,single,tertiary,no,7529,no,no,cellular,19,oct,328,yes
41,unemployed,married,tertiary,no,0,no,no,cellular,30,oct,373,yes
48,management,married,tertiary,no,0,no,yes,cellular,6,feb,1423,no
29,technician,single,secondary,no,323,no,no,cellular,27,aug,148,no
45,management,married,tertiary,no,740,yes,no,unknown,14,may,158,no
34,blue-collar,single,primary,no,85,no,no,unknown,16,may,136,no
35,entrepreneur,single,tertiary,no,16,no,no,cellular,17,nov,158,no
36,blue-collar,married,secondary,no,142,yes,no,cellular,17,apr,251,no
38,blue-collar,single,secondary,no,1230,yes,no,unknown,6,jun,266,no
34,management,single,tertiary,no,-292,yes,no,cellular,11,aug,111,no
63,entrepreneur,married,secondary,no,3904,no,no,telephone,4,aug,250,yes
47,blue-collar,divorced,primary,no,603,yes,yes,cellular,8,may,1080,yes
41,blue-collar,single,primary,no,3237,no,no,cellular,14,may,240,no
25,services,single,secondary,no,3217,yes,no,unknown,28,may,24,no
47,blue-collar,married,secondary,no,1568,yes,no,cellular,19,feb,388,yes
46,admin.,married,secondary,no,939,no,no,cellular,5,feb,69,no
53,management,married,unknown,no,2240,yes,no,cellular,2,jun,282,yes
36,management,married,tertiary,no,96,no,no,cellular,30,jul,729,yes
26,student,single,secondary,no,1346,no,no,cellular,29,jan,383,no
64,retired,married,secondary,no,1176,no,no,cellular,3,feb,104,no
36,unemployed,single,tertiary,no,1291,no,no,cellular,3,feb,298,yes
58,retired,married,secondary,no,255,no,no,unknown,28,may,362,no
36,admin.,single,secondary,no,3457,no,no,unknown,19,may,103,no
32,blue-collar,married,secondary,no,333,yes,no,cellular,8,may,501,yes
30,management,married,tertiary,no,1825,yes,no,unknown,9,may,164,no
36,management,married,tertiary,no,2987,yes,no,cellular,12,aug,307,yes
57,admin.,married,unknown,no,2038,no,no,cellular,9,aug,628,yes
30,housemaid,single,tertiary,no,19,no,no,cellular,4,aug,139,yes
61,retired,married,secondary,no,569,no,no,cellular,4,aug,219,yes
36,services,married,secondary,no,3064,yes,no,telephone,26,aug,240,no
45,blue-collar,married,secondary,no,607,yes,no,unknown,26,may,398,no
50,management,single,tertiary,no,490,no,no,cellular,14,aug,273,no
51,management,married,unknown,no,1708,no,no,telephone,29,jan,92,no
47,admin.,married,secondary,no,1210,no,no,cellular,26,oct,604,yes
44,services,married,secondary,no,972,yes,no,cellular,30,jul,294,no
40,blue-collar,married,secondary,no,1954,no,no,cellular,31,jul,1107,yes
43,management,married,tertiary,no,839,no,no,cellular,22,jul,942,yes
69,retired,married,unknown,no,426,no,no,telephone,9,mar,225,yes
59,unemployed,married,secondary,no,0,no,no,cellular,13,oct,78,no
26,blue-collar,single,secondary,no,396,yes,no,unknown,28,may,302,no
